fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
519688,519688,交银施罗德精选混合型证券投资基金,交银精选混合,519688（前端）、519689（后端）基金类型混合型-偏股,混合型-偏股,2005年08月26日,2005年09月29日 / 48.749亿份,58.34亿元（截止至：2026年06月30日）份额规模33.2651亿份（截止至：2026年06月30日）,33.2651亿份（截止至：2026年06月30日）,交银施罗德基金,农业银行,张雪蓉,每份累计1.78元（15次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,75%×沪深300指数+25%×中证综合债券指数,该基金无跟踪标的,2005-09-29,混合型-偏股,2005-09-29,,75%×沪深300指数+25%×中证综合债券指数,交银施罗德基金,农业银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,48.749,2005-09-29,混合型-偏股
519698,519698,交银施罗德先锋混合型证券投资基金,交银先锋混合A,519698（前端）、519699（后端）基金类型混合型-偏股,混合型-偏股,2009年03月03日,2009年04月10日 / 44.707亿份,10.74亿元（截止至：2026年06月30日）份额规模2.031亿份（截止至：2026年06月30日）,2.031亿份（截止至：2026年06月30日）,交银施罗德基金,农业银行,封晴,每份累计0.53元（7次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证700指数*75%+中证综合债券指数*25%,该基金无跟踪标的,2009-04-10,混合型-偏股,2009-04-10,,中证700指数*75%+中证综合债券指数*25%,交银施罗德基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,44.707,2009-04-10,混合型-偏股
519704,519704,交银施罗德先进制造混合型证券投资基金,交银先进制造混合A,519704（前端）、519705（后端）基金类型混合型-偏股,混合型-偏股,2011年05月23日,2011年06月22日 / 19.177亿份,41.41亿元（截止至：2026年06月30日）份额规模5.7757亿份（截止至：2026年06月30日）,5.7757亿份（截止至：2026年06月30日）,交银施罗德基金,农业银行,郭若,每份累计1.45元（6次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*55%+恒生指数收益率*5%+中证综合债券指数收益率*40%,该基金无跟踪标的,2011-06-22,混合型-偏股,2011-06-22,,沪深300指数收益率*55%+恒生指数收益率*5%+中证综合债券指数收益率*40%,交银施罗德基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,19.177,2011-06-22,混合型-偏股
519770,519770,交银施罗德优择回报灵活配置混合型证券投资基金,交银优择回报灵活配置混合A,519770（前端）基金类型混合型-灵活,混合型-灵活,2016年04月15日,2016年04月22日 / 5.001亿份,44.16亿元（截止至：2026年06月30日）份额规模6.133亿份（截止至：2026年06月30日）,6.133亿份（截止至：2026年06月30日）,交银施罗德基金,中信银行,周珊珊、高扬,每份累计0.08元（2次）,0.60%（每年）,0.20%（每年）,0.00%（每年）,0.60%（前端）,50%×沪深300指数收益率+50%×中债综合全价指数收益率,该基金无跟踪标的,2016-04-22,混合型-灵活,2016-04-22,,50%×沪深300指数收益率+50%×中债综合全价指数收益率,交银施罗德基金,中信银行,,,0.60%（每年）,0.20%（每年）,0.00%（每年）,,,,,,5.001,2016-04-22,混合型-灵活
519771,519771,交银施罗德优择回报灵活配置混合型证券投资基金,交银优择回报灵活配置混合C,519771（前端）基金类型混合型-灵活,混合型-灵活,2016年04月15日,2016年04月22日 / 5.001亿份,53.62亿元（截止至：2026年06月30日）份额规模7.4696亿份（截止至：2026年06月30日）,7.4696亿份（截止至：2026年06月30日）,交银施罗德基金,中信银行,周珊珊、高扬,每份累计0.08元（2次）,0.60%（每年）,0.20%（每年）,0.20%（每年）,0.00%（前端）,50%×沪深300指数收益率+50%×中债综合全价指数收益率,该基金无跟踪标的,2016-04-22,混合型-灵活,2016-04-22,,50%×沪深300指数收益率+50%×中债综合全价指数收益率,交银施罗德基金,中信银行,,,0.60%（每年）,0.20%（每年）,0.20%（每年）,,,,0.00%（前端）,1.50%（前端）,5.001,2016-04-22,混合型-灵活
519773,519773,交银施罗德数据产业灵活配置混合型证券投资基金,交银数据产业灵活配置混合A,519773（前端）基金类型混合型-灵活,混合型-灵活,2016年07月14日,2016年08月16日 / 22.001亿份,10.56亿元（截止至：2026年06月30日）份额规模1.9424亿份（截止至：2026年06月30日）,1.9424亿份（截止至：2026年06月30日）,交银施罗德基金,农业银行,高扬,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*60%+中证综合债券指数收益率*40%,该基金无跟踪标的,2016-08-16,混合型-灵活,2016-08-16,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,交银施罗德基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,22.001,2016-08-16,混合型-灵活
530019,530019,建信社会责任混合型证券投资基金,建信社会责任混合A,530019（前端）基金类型混合型-偏股,混合型-偏股,2012年07月16日,2012年08月14日 / 11.114亿份,3.23亿元（截止至：2026年06月30日）份额规模0.4922亿份（截止至：2026年06月30日）,0.4922亿份（截止至：2026年06月30日）,建信基金,农业银行,赵荣杰,每份累计0.51元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*75%+中国债券总指数收益率*25%,该基金无跟踪标的,2012-08-14,混合型-偏股,2012-08-14,,沪深300指数收益率*75%+中国债券总指数收益率*25%,建信基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,11.114,2012-08-14,混合型-偏股
570001,570001,诺德价值优势混合型证券投资基金,诺德价值优势混合,570001（前端）基金类型混合型-偏股,混合型-偏股,2007年04月16日,2007年04月19日 / 79.070亿份,24.43亿元（截止至：2026年06月30日）份额规模6.4616亿份（截止至：2026年06月30日）,6.4616亿份（截止至：2026年06月30日）,诺德基金,建设银行,罗世锋,每份累计0.43元（1次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,80%×沪深300指数+20%×上证国债指数,该基金无跟踪标的,2007-04-19,混合型-偏股,2007-04-19,,80%×沪深300指数+20%×上证国债指数,诺德基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,79.07,2007-04-19,混合型-偏股
570008,570008,诺德周期策略混合型证券投资基金,诺德周期策略混合,570008（前端）基金类型混合型-偏股,混合型-偏股,2012年02月13日,2012年03月21日 / 5.679亿份,12.19亿元（截止至：2026年06月30日）份额规模1.5051亿份（截止至：2026年06月30日）,1.5051亿份（截止至：2026年06月30日）,诺德基金,中国银行,罗世锋、陈国光,每份累计0.90元（3次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数×80%+金融同业存款利率×20%,该基金无跟踪标的,2012-03-21,混合型-偏股,2012-03-21,,沪深300指数×80%+金融同业存款利率×20%,诺德基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,5.679,2012-03-21,混合型-偏股
580001,580001,东吴嘉禾优势精选混合型开放式证券投资基金,东吴嘉禾优势精选混合A,580001（前端）基金类型混合型-灵活,混合型-灵活,2004年12月20日,2005年02月01日 / 10.295亿份,9.22亿元（截止至：2026年06月30日）份额规模4.3096亿份（截止至：2026年06月30日）,4.3096亿份（截止至：2026年06月30日）,东吴基金,工商银行,刘元海,每份累计2.18元（9次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,(上证180指数*60%+深证100指数*40%)*65%+中证全债指数*35%,该基金无跟踪标的,2005-02-01,混合型-灵活,2005-02-01,,(上证180指数*60%+深证100指数*40%)*65%+中证全债指数*35%,东吴基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,10.295,2005-02-01,混合型-灵活
580002,580002,东吴价值成长双动力混合型证券投资基金,东吴双动力混合A,580002（前端）、581002（后端）基金类型混合型-偏股,混合型-偏股,2006年11月21日,2006年12月15日 / 21.442亿份,7.16亿元（截止至：2026年06月30日）份额规模4.7838亿份（截止至：2026年06月30日）,4.7838亿份（截止至：2026年06月30日）,东吴基金,农业银行,张浩佳,每份累计1.50元（8次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,80%*沪深300指数收益率+20%*中证全债指数收益,该基金无跟踪标的,2006-12-15,混合型-偏股,2006-12-15,,80%*沪深300指数收益率+20%*中证全债指数收益,东吴基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,21.442,2006-12-15,混合型-偏股
580006,580006,东吴新经济混合型证券投资基金,东吴新经济混合A,580006（前端）基金类型混合型-偏股,混合型-偏股,2009年11月12日,2009年12月30日 / 8.009亿份,2.49亿元（截止至：2026年06月30日）份额规模1.0111亿份（截止至：2026年06月30日）,1.0111亿份（截止至：2026年06月30日）,东吴基金,建设银行,徐慢,每份累计0.39元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,75%×沪深300指数+25%×中证全债指数,该基金无跟踪标的,2009-12-30,混合型-偏股,2009-12-30,,75%×沪深300指数+25%×中证全债指数,东吴基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,8.009,2009-12-30,混合型-偏股
610006,610006,信澳产业升级混合型证券投资基金,信澳产业升级混合A,610006（前端）基金类型混合型-偏股,混合型-偏股,2011年05月09日,2011年06月13日 / 8.349亿份,3.08亿元（截止至：2026年06月30日）份额规模0.6642亿份（截止至：2026年06月30日）,0.6642亿份（截止至：2026年06月30日）,信达澳亚基金,建设银行,曾国富,每份累计0.47元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*80%+中国债券总指数收益率*20%,该基金无跟踪标的,2011-06-13,混合型-偏股,2011-06-13,,沪深300指数收益率*80%+中国债券总指数收益率*20%,信达澳亚基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,8.349,2011-06-13,混合型-偏股
630001,630001,华商领先企业混合型开放式证券投资基金,华商领先企业混合,630001（前端）基金类型混合型-灵活,混合型-灵活,2007年04月24日,2007年05月15日 / 30.338亿份,19.30亿元（截止至：2026年06月30日）份额规模13.1489亿份（截止至：2026年06月30日）,13.1489亿份（截止至：2026年06月30日）,华商基金,民生银行,刘力,每份累计1.90元（26次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证800指数收益率*85%+上证国债指数收益率*15%,该基金无跟踪标的,2007-05-15,混合型-灵活,2007-05-15,,中证800指数收益率*85%+上证国债指数收益率*15%,华商基金,民生银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,30.338,2007-05-15,混合型-灵活
630002,630002,华商盛世成长混合型证券投资基金,华商盛世成长混合,630002（前端）基金类型混合型-偏股,混合型-偏股,2008年08月18日,2008年09月23日 / 3.850亿份,38.99亿元（截止至：2026年06月30日）份额规模3.9204亿份（截止至：2026年06月30日）,3.9204亿份（截止至：2026年06月30日）,华商基金,建设银行,王毅文、孙蔚,每份累计1.66元（2次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数收益率×75%+上证国债指数收益率×25%,该基金无跟踪标的,2008-09-23,混合型-偏股,2008-09-23,,沪深300指数收益率×75%+上证国债指数收益率×25%,华商基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,3.85,2008-09-23,混合型-偏股
630010,630010,华商价值精选混合型证券投资基金,华商价值精选混合,630010（前端）基金类型混合型-偏股,混合型-偏股,2011年04月26日,2011年05月31日 / 12.779亿份,5.70亿元（截止至：2026年06月30日）份额规模1.7546亿份（截止至：2026年06月30日）,1.7546亿份（截止至：2026年06月30日）,华商基金,建设银行,彭欣杨,每份累计0.91元（3次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数收益率×75%+上证国债指数收益率×25%,该基金无跟踪标的,2011-05-31,混合型-偏股,2011-05-31,,沪深300指数收益率×75%+上证国债指数收益率×25%,华商基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,12.779,2011-05-31,混合型-偏股
630011,630011,华商主题精选混合型证券投资基金,华商主题精选混合,630011（前端）基金类型混合型-偏股,混合型-偏股,2012年05月02日,2012年05月31日 / 4.063亿份,2.45亿元（截止至：2026年06月30日）份额规模0.759亿份（截止至：2026年06月30日）,0.759亿份（截止至：2026年06月30日）,华商基金,建设银行,伍文友,每份累计0.90元（2次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,沪深300指数收益率×75%+上证国债指数收益率×25%,该基金无跟踪标的,2012-05-31,混合型-偏股,2012-05-31,,沪深300指数收益率×75%+上证国债指数收益率×25%,华商基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,4.063,2012-05-31,混合型-偏股
660005,660005,农银汇理中小盘混合型证券投资基金,农银中小盘混合,660005（前端）基金类型混合型-偏股,混合型-偏股,2010年02月22日,2010年03月25日 / 97.308亿份,7.46亿元（截止至：2026年06月30日）份额规模1.4608亿份（截止至：2026年06月30日）,1.4608亿份（截止至：2026年06月30日）,农银汇理基金,建设银行,徐文卉,每份累计0.36元（2次）,1.20%（每年）,0.20%（每年）,---（每年）,1.20%（前端）,中证700指数收益率×75%+中证全债指数收益率×25%,该基金无跟踪标的,2010-03-25,混合型-偏股,2010-03-25,,中证700指数收益率×75%+中证全债指数收益率×25%,农银汇理基金,建设银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,97.308,2010-03-25,混合型-偏股
660015,660015,农银汇理行业轮动混合型证券投资基金,农银行业轮动混合A,660015（前端）基金类型混合型-偏股,混合型-偏股,2012年10月15日,2012年11月14日 / 5.320亿份,8.98亿元（截止至：2026年06月30日）份额规模0.5297亿份（截止至：2026年06月30日）,0.5297亿份（截止至：2026年06月30日）,农银汇理基金,民生银行,邢军亮,每份累计0.10元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的,2012-11-14,混合型-偏股,2012-11-14,,沪深300指数收益率*75%+中证全债指数收益率*25%,农银汇理基金,民生银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,5.32,2012-11-14,混合型-偏股
